commit	timestamp_utc	idea_id	title	evidence_type	mechanism	expected_assets	feature_inputs	oos_hypothesis	falsification	references	human_notes	train_cagr	validation_cagr	oos_cagr	benchmark_oos_cagr	excess_oos_cagr_vs_dbmf	ruined	status	description
0b77142	2026-05-29T14:29:36Z	069_equity_sector_top_two_twenty_six_day_score_weighted	Equity-sector top-two twenty-six-day momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_26d;score_weighted_top2	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-2 26-day score-weighted ETF momentum, with SGOV fallback.	0.061491	0.249103	0.582286	0.175494	0.406792	false	discard	Top-2 26-day score-weighted ETF momentum, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:29:47Z	070_public_text_beige_activity_equity_sector_momentum	Public-text Beige Book activity equity-sector momentum	policy_transmission	Publication-lagged FOMC, Beige Book, and SEC public information can modulate ETF momentum exposure when policy tone, uncertainty, real-economy language, or filing intensity signal weaker risk appetite; the core anomaly is cross-ETF momentum with a cash fallback.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_21d;score_weighted_top2;fomc_hawkish_minus_dovish;fomc_uncertainty_score;beige_beige_activity_score;sec_sec_filing_count	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Federal Reserve FOMC statements/minutes publication text via public URLs;Federal Reserve Beige Book public release text;SEC EDGAR submissions metadata via data.sec.gov;Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum	Top-2 21-day score-weighted ETF momentum with beige-activity publication-lagged public-data gate, with SGOV fallback.	0.085048	0.353174	0.475732	0.175494	0.300238	false	discard	Top-2 21-day score-weighted ETF momentum with beige-activity publication-lagged public-data gate, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:30:01Z	071_equity_sector_top_two_one_month_equal_weight	Equity-sector top-two one-month equal-weight momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_21d;score_equal_weight_top2	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-2 21-day equal-weight ETF momentum, with SGOV fallback.	0.119706	0.340083	0.549606	0.175494	0.374112	false	discard	Top-2 21-day equal-weight ETF momentum, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:30:26Z	072_equity_sector_top_three_one_month_score_weighted	Equity-sector top-three one-month score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_21d;score_weighted_top3	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-3 21-day score-weighted ETF momentum, with SGOV fallback.	0.065185	0.319245	0.379323	0.175494	0.203829	false	discard	Top-3 21-day score-weighted ETF momentum, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:30:37Z	073_equity_sector_top_two_one_month_halfpct_threshold	Equity-sector top-two one-month momentum with half-percent threshold	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_21d;score_weighted_top2;price_minimum_positive_momentum_0_005	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-2 21-day score-weighted ETF momentum, 0.5% minimum momentum, with SGOV fallback.	0.085048	0.353174	0.477331	0.175494	0.301836	false	discard	Top-2 21-day score-weighted ETF momentum, 0.5% minimum momentum, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:30:54Z	074_equity_sector_top_two_one_month_trend_sixtythree	Equity-sector top-two one-month momentum with 63-day trend	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_21d;score_weighted_top2;trend_filter_63d	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-2 21-day score-weighted ETF momentum, 63-day trend filter, with SGOV fallback.	0.079661	0.245156	0.711443	0.175494	0.535948	false	discard	Top-2 21-day score-weighted ETF momentum, 63-day trend filter, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:31:10Z	075_equity_sector_top_one_one_month_trend_sixtythree	Equity-sector top-one one-month momentum with 63-day trend	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_21d;score_weighted_top1;trend_filter_63d	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-1 21-day score-weighted ETF momentum, 63-day trend filter, with SGOV fallback.	0.065473	0.357427	0.739757	0.175494	0.564262	false	discard	Top-1 21-day score-weighted ETF momentum, 63-day trend filter, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:31:18Z	076_technology_growth_top_two_one_month_score_weighted	Technology/growth top-two one-month score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	QQQ;XLK;XLY;XLC;SMH;SOXX;MTUM;QUAL;SPY;SGOV	price_momentum_21d;score_weighted_top2	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-2 21-day score-weighted ETF momentum, with SGOV fallback.	-0.033336	0.275412	0.496191	0.175494	0.320697	false	discard	Top-2 21-day score-weighted ETF momentum, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:31:25Z	077_quality_defensive_top_two_one_month_score_weighted	Quality-defensive top-two one-month score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;USMV;QUAL;MTUM;XLV;XLP;XLU;XLK;GLD;SGOV	price_momentum_21d;score_weighted_top2	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-2 21-day score-weighted ETF momentum, with SGOV fallback.	-0.006064	0.122311	0.477153	0.175494	0.301659	false	discard	Top-2 21-day score-weighted ETF momentum, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:31:35Z	078_public_text_sec_calm_equity_sector_momentum	Public-text SEC calm equity-sector momentum	policy_transmission	Publication-lagged FOMC, Beige Book, and SEC public information can modulate ETF momentum exposure when policy tone, uncertainty, real-economy language, or filing intensity signal weaker risk appetite; the core anomaly is cross-ETF momentum with a cash fallback.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_momentum_21d;score_weighted_top2;fomc_hawkish_minus_dovish;fomc_uncertainty_score;beige_beige_activity_score;sec_sec_filing_count	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Federal Reserve FOMC statements/minutes publication text via public URLs;Federal Reserve Beige Book public release text;SEC EDGAR submissions metadata via data.sec.gov;Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum	Top-2 21-day score-weighted ETF momentum with sec-calm publication-lagged public-data gate, with SGOV fallback.	0.085048	0.353174	0.477519	0.175494	0.302024	false	discard	Top-2 21-day score-weighted ETF momentum with sec-calm publication-lagged public-data gate, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:31:50Z	079_full_macro_top_two_one_month_score_weighted	Full macro top-two one-month score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_21d;score_weighted_top2	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-2 21-day score-weighted ETF momentum, with SGOV fallback.	0.096288	0.333551	0.643494	0.175494	0.467999	false	discard	Top-2 21-day score-weighted ETF momentum, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
0b77142	2026-05-29T14:32:07Z	080_equity_sector_top_two_blended_score_weighted	Equity-sector top-two blended momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;SGOV	price_blended_3_6_12_month_momentum;score_weighted_top2	This retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess remain diagnostics only.	Reject if it crashes, ruins, lacks actual public feature usage when claimed, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-2 21-day score-weighted ETF momentum, blended 3/6/12-month score, with SGOV fallback.	0.092000	0.172452	0.271333	0.175494	0.095838	false	discard	Top-2 21-day score-weighted ETF momentum, blended 3/6/12-month score, with SGOV fallback. | feature_usage_columns: beige_beige_activity_score,beige_beige_labor_score,beige_beige_price_pressure_score,beige_beige_token_count,fomc_hawkish_minus_dovish,fomc_token_count,fomc_uncertainty_score,sec_sec_10k_count,sec_sec_10q_count,sec_sec_8k_count,sec_sec_filing_count | feature_source_artifacts: /Users/nyp/.cache/macroresearch/iter_4/fomc/fomc_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/beige_book/beige_book_events.tsv,/Users/nyp/.cache/macroresearch/iter_4/sec/sec_filings.tsv
